,Name,Gender,letters,name_length,gen_code,encoded_names
3035,<SOS>tariq<EOS>      ,boy,"['t', 'a', 'r', 'i', 'q']",5,1.0,"[1, 22, 3, 20, 11, 19, 2, 0, 0, 0, 0, 0, 0]"
5364,<SOS>sharman<EOS>    ,girl,"['s', 'h', 'a', 'r', 'm', 'a', 'n']",7,0.0,"[1, 21, 10, 3, 20, 15, 3, 16, 2, 0, 0, 0, 0]"
3556,<SOS>wilhelmina<EOS> ,girl,"['w', 'i', 'l', 'h', 'e', 'l', 'm', 'i', 'n', 'a']",10,0.0,"[1, 25, 11, 14, 10, 7, 14, 15, 11, 16, 3, 2, 0]"
5995,<SOS>ariana<EOS>     ,girl,"['a', 'r', 'i', 'a', 'n', 'a']",6,0.0,"[1, 3, 20, 11, 3, 16, 3, 2, 0, 0, 0, 0, 0]"
6717,<SOS>amirah<EOS>     ,girl,"['a', 'm', 'i', 'r', 'a', 'h']",6,0.0,"[1, 3, 15, 11, 20, 3, 10, 2, 0, 0, 0, 0, 0]"
4648,<SOS>verena<EOS>     ,girl,"['v', 'e', 'r', 'e', 'n', 'a']",6,0.0,"[1, 24, 7, 20, 7, 16, 3, 2, 0, 0, 0, 0, 0]"
5511,<SOS>erika<EOS>      ,girl,"['e', 'r', 'i', 'k', 'a']",5,0.0,"[1, 7, 20, 11, 13, 3, 2, 0, 0, 0, 0, 0, 0]"
4414,<SOS>angelita<EOS>   ,girl,"['a', 'n', 'g', 'e', 'l', 'i', 't', 'a']",8,0.0,"[1, 3, 16, 9, 7, 14, 11, 22, 3, 2, 0, 0, 0]"
207,<SOS>lemuel<EOS>     ,boy,"['l', 'e', 'm', 'u', 'e', 'l']",6,1.0,"[1, 14, 7, 15, 23, 7, 14, 2, 0, 0, 0, 0, 0]"
3478,<SOS>celia<EOS>      ,girl,"['c', 'e', 'l', 'i', 'a']",5,0.0,"[1, 5, 7, 14, 11, 3, 2, 0, 0, 0, 0, 0, 0]"
1533,<SOS>lovell<EOS>     ,boy,"['l', 'o', 'v', 'e', 'l', 'l']",6,1.0,"[1, 14, 17, 24, 7, 14, 14, 2, 0, 0, 0, 0, 0]"
2731,<SOS>abelardo<EOS>   ,boy,"['a', 'b', 'e', 'l', 'a', 'r', 'd', 'o']",8,1.0,"[1, 3, 4, 7, 14, 3, 20, 6, 17, 2, 0, 0, 0]"
1887,<SOS>shafter<EOS>    ,boy,"['s', 'h', 'a', 'f', 't', 'e', 'r']",7,1.0,"[1, 21, 10, 3, 8, 22, 7, 20, 2, 0, 0, 0, 0]"
921,<SOS>baldwin<EOS>    ,boy,"['b', 'a', 'l', 'd', 'w', 'i', 'n']",7,1.0,"[1, 4, 3, 14, 6, 25, 11, 16, 2, 0, 0, 0, 0]"
1982,<SOS>roberto<EOS>    ,boy,"['r', 'o', 'b', 'e', 'r', 't', 'o']",7,1.0,"[1, 20, 17, 4, 7, 20, 22, 17, 2, 0, 0, 0, 0]"
2352,<SOS>sean<EOS>       ,boy,"['s', 'e', 'a', 'n']",4,1.0,"[1, 21, 7, 3, 16, 2, 0, 0, 0, 0, 0, 0, 0]"
6215,<SOS>kierra<EOS>     ,girl,"['k', 'i', 'e', 'r', 'r', 'a']",6,0.0,"[1, 13, 11, 7, 20, 20, 3, 2, 0, 0, 0, 0, 0]"
4686,<SOS>cliffie<EOS>    ,girl,"['c', 'l', 'i', 'f', 'f', 'i', 'e']",7,0.0,"[1, 5, 14, 11, 8, 8, 11, 7, 2, 0, 0, 0, 0]"
4797,<SOS>augustina<EOS>  ,girl,"['a', 'u', 'g', 'u', 's', 't', 'i', 'n', 'a']",9,0.0,"[1, 3, 23, 9, 23, 21, 22, 11, 16, 3, 2, 0, 0]"
5357,<SOS>lyndia<EOS>     ,girl,"['l', 'y', 'n', 'd', 'i', 'a']",6,0.0,"[1, 14, 27, 16, 6, 11, 3, 2, 0, 0, 0, 0, 0]"
355,<SOS>elwood<EOS>     ,boy,"['e', 'l', 'w', 'o', 'o', 'd']",6,1.0,"[1, 7, 14, 25, 17, 17, 6, 2, 0, 0, 0, 0, 0]"
4240,<SOS>jemima<EOS>     ,girl,"['j', 'e', 'm', 'i', 'm', 'a']",6,0.0,"[1, 12, 7, 15, 11, 15, 3, 2, 0, 0, 0, 0, 0]"
3711,<SOS>cordie<EOS>     ,girl,"['c', 'o', 'r', 'd', 'i', 'e']",6,0.0,"[1, 5, 17, 20, 6, 11, 7, 2, 0, 0, 0, 0, 0]"
540,<SOS>dwight<EOS>     ,boy,"['d', 'w', 'i', 'g', 'h', 't']",6,1.0,"[1, 6, 25, 11, 9, 10, 22, 2, 0, 0, 0, 0, 0]"
2819,<SOS>anwar<EOS>      ,boy,"['a', 'n', 'w', 'a', 'r']",5,1.0,"[1, 3, 16, 25, 3, 20, 2, 0, 0, 0, 0, 0, 0]"
1938,<SOS>schuyler<EOS>   ,boy,"['s', 'c', 'h', 'u', 'y', 'l', 'e', 'r']",8,1.0,"[1, 21, 5, 10, 23, 27, 14, 7, 20, 2, 0, 0, 0]"
3593,<SOS>octavia<EOS>    ,girl,"['o', 'c', 't', 'a', 'v', 'i', 'a']",7,0.0,"[1, 17, 5, 22, 3, 24, 11, 3, 2, 0, 0, 0, 0]"
4380,<SOS>bertina<EOS>    ,girl,"['b', 'e', 'r', 't', 'i', 'n', 'a']",7,0.0,"[1, 4, 7, 20, 22, 11, 16, 3, 2, 0, 0, 0, 0]"
3769,<SOS>gena<EOS>       ,girl,"['g', 'e', 'n', 'a']",4,0.0,"[1, 9, 7, 16, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
258,<SOS>ike<EOS>        ,boy,"['i', 'k', 'e']",3,1.0,"[1, 11, 13, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
2217,<SOS>lavon<EOS>      ,boy,"['l', 'a', 'v', 'o', 'n']",5,1.0,"[1, 14, 3, 24, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
1562,<SOS>thompson<EOS>   ,boy,"['t', 'h', 'o', 'm', 'p', 's', 'o', 'n']",8,1.0,"[1, 22, 10, 17, 15, 18, 21, 17, 16, 2, 0, 0, 0]"
6566,<SOS>belen<EOS>      ,girl,"['b', 'e', 'l', 'e', 'n']",5,0.0,"[1, 4, 7, 14, 7, 16, 2, 0, 0, 0, 0, 0, 0]"
5389,<SOS>geralyn<EOS>    ,girl,"['g', 'e', 'r', 'a', 'l', 'y', 'n']",7,0.0,"[1, 9, 7, 20, 3, 14, 27, 16, 2, 0, 0, 0, 0]"
4449,<SOS>antonette<EOS>  ,girl,"['a', 'n', 't', 'o', 'n', 'e', 't', 't', 'e']",9,0.0,"[1, 3, 16, 22, 17, 16, 7, 22, 22, 7, 2, 0, 0]"
3238,<SOS>arman<EOS>      ,boy,"['a', 'r', 'm', 'a', 'n']",5,1.0,"[1, 3, 20, 15, 3, 16, 2, 0, 0, 0, 0, 0, 0]"
4579,<SOS>berniece<EOS>   ,girl,"['b', 'e', 'r', 'n', 'i', 'e', 'c', 'e']",8,0.0,"[1, 4, 7, 20, 16, 11, 7, 5, 7, 2, 0, 0, 0]"
2276,<SOS>delma<EOS>      ,boy,"['d', 'e', 'l', 'm', 'a']",5,1.0,"[1, 6, 7, 14, 15, 3, 2, 0, 0, 0, 0, 0, 0]"
29,<SOS>lewis<EOS>      ,boy,"['l', 'e', 'w', 'i', 's']",5,1.0,"[1, 14, 7, 25, 11, 21, 2, 0, 0, 0, 0, 0, 0]"
1285,<SOS>fabian<EOS>     ,boy,"['f', 'a', 'b', 'i', 'a', 'n']",6,1.0,"[1, 8, 3, 4, 11, 3, 16, 2, 0, 0, 0, 0, 0]"
811,<SOS>allison<EOS>    ,boy,"['a', 'l', 'l', 'i', 's', 'o', 'n']",7,1.0,"[1, 3, 14, 14, 11, 21, 17, 16, 2, 0, 0, 0, 0]"
495,<SOS>omar<EOS>       ,boy,"['o', 'm', 'a', 'r']",4,1.0,"[1, 17, 15, 3, 20, 2, 0, 0, 0, 0, 0, 0, 0]"
4875,<SOS>glenda<EOS>     ,girl,"['g', 'l', 'e', 'n', 'd', 'a']",6,0.0,"[1, 9, 14, 7, 16, 6, 3, 2, 0, 0, 0, 0, 0]"
1240,<SOS>lillian<EOS>    ,boy,"['l', 'i', 'l', 'l', 'i', 'a', 'n']",7,1.0,"[1, 14, 11, 14, 14, 11, 3, 16, 2, 0, 0, 0, 0]"
5305,<SOS>aleta<EOS>      ,girl,"['a', 'l', 'e', 't', 'a']",5,0.0,"[1, 3, 14, 7, 22, 3, 2, 0, 0, 0, 0, 0, 0]"
6305,<SOS>marcela<EOS>    ,girl,"['m', 'a', 'r', 'c', 'e', 'l', 'a']",7,0.0,"[1, 15, 3, 20, 5, 7, 14, 3, 2, 0, 0, 0, 0]"
1391,<SOS>herb<EOS>       ,boy,"['h', 'e', 'r', 'b']",4,1.0,"[1, 10, 7, 20, 4, 2, 0, 0, 0, 0, 0, 0, 0]"
5481,<SOS>kelli<EOS>      ,girl,"['k', 'e', 'l', 'l', 'i']",5,0.0,"[1, 13, 7, 14, 14, 11, 2, 0, 0, 0, 0, 0, 0]"
1326,<SOS>thurlow<EOS>    ,boy,"['t', 'h', 'u', 'r', 'l', 'o', 'w']",7,1.0,"[1, 22, 10, 23, 20, 14, 17, 25, 2, 0, 0, 0, 0]"
933,<SOS>budd<EOS>       ,boy,"['b', 'u', 'd', 'd']",4,1.0,"[1, 4, 23, 6, 6, 2, 0, 0, 0, 0, 0, 0, 0]"
4694,<SOS>elvera<EOS>     ,girl,"['e', 'l', 'v', 'e', 'r', 'a']",6,0.0,"[1, 7, 14, 24, 7, 20, 3, 2, 0, 0, 0, 0, 0]"
4669,<SOS>nila<EOS>       ,girl,"['n', 'i', 'l', 'a']",4,0.0,"[1, 16, 11, 14, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
4182,<SOS>valeria<EOS>    ,girl,"['v', 'a', 'l', 'e', 'r', 'i', 'a']",7,0.0,"[1, 24, 3, 14, 7, 20, 11, 3, 2, 0, 0, 0, 0]"
3412,<SOS>jayvion<EOS>    ,boy,"['j', 'a', 'y', 'v', 'i', 'o', 'n']",7,1.0,"[1, 12, 3, 27, 24, 11, 17, 16, 2, 0, 0, 0, 0]"
5994,<SOS>natosha<EOS>    ,girl,"['n', 'a', 't', 'o', 's', 'h', 'a']",7,0.0,"[1, 16, 3, 22, 17, 21, 10, 3, 2, 0, 0, 0, 0]"
4223,<SOS>ursula<EOS>     ,girl,"['u', 'r', 's', 'u', 'l', 'a']",6,0.0,"[1, 23, 20, 21, 23, 14, 3, 2, 0, 0, 0, 0, 0]"
3468,<SOS>nina<EOS>       ,girl,"['n', 'i', 'n', 'a']",4,0.0,"[1, 16, 11, 16, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
747,<SOS>algie<EOS>      ,boy,"['a', 'l', 'g', 'i', 'e']",5,1.0,"[1, 3, 14, 9, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
3954,<SOS>bama<EOS>       ,girl,"['b', 'a', 'm', 'a']",4,0.0,"[1, 4, 3, 15, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
2823,<SOS>demario<EOS>    ,boy,"['d', 'e', 'm', 'a', 'r', 'i', 'o']",7,1.0,"[1, 6, 7, 15, 3, 20, 11, 17, 2, 0, 0, 0, 0]"
1384,<SOS>son<EOS>        ,boy,"['s', 'o', 'n']",3,1.0,"[1, 21, 17, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
2442,<SOS>chip<EOS>       ,boy,"['c', 'h', 'i', 'p']",4,1.0,"[1, 5, 10, 11, 18, 2, 0, 0, 0, 0, 0, 0, 0]"
2728,<SOS>dameon<EOS>     ,boy,"['d', 'a', 'm', 'e', 'o', 'n']",6,1.0,"[1, 6, 3, 15, 7, 17, 16, 2, 0, 0, 0, 0, 0]"
4729,<SOS>manilla<EOS>    ,girl,"['m', 'a', 'n', 'i', 'l', 'l', 'a']",7,0.0,"[1, 15, 3, 16, 11, 14, 14, 3, 2, 0, 0, 0, 0]"
6048,<SOS>jesica<EOS>     ,girl,"['j', 'e', 's', 'i', 'c', 'a']",6,0.0,"[1, 12, 7, 21, 11, 5, 3, 2, 0, 0, 0, 0, 0]"
6084,<SOS>krysta<EOS>     ,girl,"['k', 'r', 'y', 's', 't', 'a']",6,0.0,"[1, 13, 20, 27, 21, 22, 3, 2, 0, 0, 0, 0, 0]"
1527,<SOS>hazel<EOS>      ,boy,"['h', 'a', 'z', 'e', 'l']",5,1.0,"[1, 10, 3, 28, 7, 14, 2, 0, 0, 0, 0, 0, 0]"
1265,<SOS>bluford<EOS>    ,boy,"['b', 'l', 'u', 'f', 'o', 'r', 'd']",7,1.0,"[1, 4, 14, 23, 8, 17, 20, 6, 2, 0, 0, 0, 0]"
4503,<SOS>lilah<EOS>      ,girl,"['l', 'i', 'l', 'a', 'h']",5,0.0,"[1, 14, 11, 14, 3, 10, 2, 0, 0, 0, 0, 0, 0]"
5518,<SOS>bridgette<EOS>  ,girl,"['b', 'r', 'i', 'd', 'g', 'e', 't', 't', 'e']",9,0.0,"[1, 4, 20, 11, 6, 9, 7, 22, 22, 7, 2, 0, 0]"
3528,<SOS>marguerite<EOS> ,girl,"['m', 'a', 'r', 'g', 'u', 'e', 'r', 'i', 't', 'e']",10,0.0,"[1, 15, 3, 20, 9, 23, 7, 20, 11, 22, 7, 2, 0]"
5011,<SOS>enriqueta<EOS>  ,girl,"['e', 'n', 'r', 'i', 'q', 'u', 'e', 't', 'a']",9,0.0,"[1, 7, 16, 20, 11, 19, 23, 7, 22, 3, 2, 0, 0]"
3244,<SOS>luca<EOS>       ,boy,"['l', 'u', 'c', 'a']",4,1.0,"[1, 14, 23, 5, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
6525,<SOS>jalyn<EOS>      ,girl,"['j', 'a', 'l', 'y', 'n']",5,0.0,"[1, 12, 3, 14, 27, 16, 2, 0, 0, 0, 0, 0, 0]"
1532,<SOS>lilburn<EOS>    ,boy,"['l', 'i', 'l', 'b', 'u', 'r', 'n']",7,1.0,"[1, 14, 11, 14, 4, 23, 20, 16, 2, 0, 0, 0, 0]"
319,<SOS>adelbert<EOS>   ,boy,"['a', 'd', 'e', 'l', 'b', 'e', 'r', 't']",8,1.0,"[1, 3, 6, 7, 14, 4, 7, 20, 22, 2, 0, 0, 0]"
1583,<SOS>agnes<EOS>      ,boy,"['a', 'g', 'n', 'e', 's']",5,1.0,"[1, 3, 9, 16, 7, 21, 2, 0, 0, 0, 0, 0, 0]"
824,<SOS>author<EOS>     ,boy,"['a', 'u', 't', 'h', 'o', 'r']",6,1.0,"[1, 3, 23, 22, 10, 17, 20, 2, 0, 0, 0, 0, 0]"
3474,<SOS>millie<EOS>     ,girl,"['m', 'i', 'l', 'l', 'i', 'e']",6,0.0,"[1, 15, 11, 14, 14, 11, 7, 2, 0, 0, 0, 0, 0]"
2266,<SOS>gaylon<EOS>     ,boy,"['g', 'a', 'y', 'l', 'o', 'n']",6,1.0,"[1, 9, 3, 27, 14, 17, 16, 2, 0, 0, 0, 0, 0]"
2328,<SOS>lindell<EOS>    ,boy,"['l', 'i', 'n', 'd', 'e', 'l', 'l']",7,1.0,"[1, 14, 11, 16, 6, 7, 14, 14, 2, 0, 0, 0, 0]"
4671,<SOS>velva<EOS>      ,girl,"['v', 'e', 'l', 'v', 'a']",5,0.0,"[1, 24, 7, 14, 24, 3, 2, 0, 0, 0, 0, 0, 0]"
2960,<SOS>codey<EOS>      ,boy,"['c', 'o', 'd', 'e', 'y']",5,1.0,"[1, 5, 17, 6, 7, 27, 2, 0, 0, 0, 0, 0, 0]"
34,<SOS>alfred<EOS>     ,boy,"['a', 'l', 'f', 'r', 'e', 'd']",6,1.0,"[1, 3, 14, 8, 20, 7, 6, 2, 0, 0, 0, 0, 0]"
527,<SOS>alvie<EOS>      ,boy,"['a', 'l', 'v', 'i', 'e']",5,1.0,"[1, 3, 14, 24, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
6449,<SOS>chyna<EOS>      ,girl,"['c', 'h', 'y', 'n', 'a']",5,0.0,"[1, 5, 10, 27, 16, 3, 2, 0, 0, 0, 0, 0, 0]"
5465,<SOS>monique<EOS>    ,girl,"['m', 'o', 'n', 'i', 'q', 'u', 'e']",7,0.0,"[1, 15, 17, 16, 11, 19, 23, 7, 2, 0, 0, 0, 0]"
5031,<SOS>cherie<EOS>     ,girl,"['c', 'h', 'e', 'r', 'i', 'e']",6,0.0,"[1, 5, 10, 7, 20, 11, 7, 2, 0, 0, 0, 0, 0]"
4450,<SOS>argie<EOS>      ,girl,"['a', 'r', 'g', 'i', 'e']",5,0.0,"[1, 3, 20, 9, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
2399,<SOS>donell<EOS>     ,boy,"['d', 'o', 'n', 'e', 'l', 'l']",6,1.0,"[1, 6, 17, 16, 7, 14, 14, 2, 0, 0, 0, 0, 0]"
5110,<SOS>ginger<EOS>     ,girl,"['g', 'i', 'n', 'g', 'e', 'r']",6,0.0,"[1, 9, 11, 16, 9, 7, 20, 2, 0, 0, 0, 0, 0]"
3185,<SOS>zion<EOS>       ,boy,"['z', 'i', 'o', 'n']",4,1.0,"[1, 28, 11, 17, 16, 2, 0, 0, 0, 0, 0, 0, 0]"
6036,<SOS>ashlie<EOS>     ,girl,"['a', 's', 'h', 'l', 'i', 'e']",6,0.0,"[1, 3, 21, 10, 14, 11, 7, 2, 0, 0, 0, 0, 0]"
284,<SOS>emmet<EOS>      ,boy,"['e', 'm', 'm', 'e', 't']",5,1.0,"[1, 7, 15, 15, 7, 22, 2, 0, 0, 0, 0, 0, 0]"
3658,<SOS>meda<EOS>       ,girl,"['m', 'e', 'd', 'a']",4,0.0,"[1, 15, 7, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
2309,<SOS>jeffery<EOS>    ,boy,"['j', 'e', 'f', 'f', 'e', 'r', 'y']",7,1.0,"[1, 12, 7, 8, 8, 7, 20, 27, 2, 0, 0, 0, 0]"
909,<SOS>abbott<EOS>     ,boy,"['a', 'b', 'b', 'o', 't', 't']",6,1.0,"[1, 3, 4, 4, 17, 22, 22, 2, 0, 0, 0, 0, 0]"
1179,<SOS>add<EOS>        ,boy,"['a', 'd', 'd']",3,1.0,"[1, 3, 6, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
5714,<SOS>kristal<EOS>    ,girl,"['k', 'r', 'i', 's', 't', 'a', 'l']",7,0.0,"[1, 13, 20, 11, 21, 22, 3, 14, 2, 0, 0, 0, 0]"
6532,<SOS>isabela<EOS>    ,girl,"['i', 's', 'a', 'b', 'e', 'l', 'a']",7,0.0,"[1, 11, 21, 3, 4, 7, 14, 3, 2, 0, 0, 0, 0]"
4139,<SOS>christene<EOS>  ,girl,"['c', 'h', 'r', 'i', 's', 't', 'e', 'n', 'e']",9,0.0,"[1, 5, 10, 20, 11, 21, 22, 7, 16, 7, 2, 0, 0]"
1605,<SOS>waymon<EOS>     ,boy,"['w', 'a', 'y', 'm', 'o', 'n']",6,1.0,"[1, 25, 3, 27, 15, 17, 16, 2, 0, 0, 0, 0, 0]"
1799,<SOS>hebert<EOS>     ,boy,"['h', 'e', 'b', 'e', 'r', 't']",6,1.0,"[1, 10, 7, 4, 7, 20, 22, 2, 0, 0, 0, 0, 0]"
4301,<SOS>elfrieda<EOS>   ,girl,"['e', 'l', 'f', 'r', 'i', 'e', 'd', 'a']",8,0.0,"[1, 7, 14, 8, 20, 11, 7, 6, 3, 2, 0, 0, 0]"
5908,<SOS>yadira<EOS>     ,girl,"['y', 'a', 'd', 'i', 'r', 'a']",6,0.0,"[1, 27, 3, 6, 11, 20, 3, 2, 0, 0, 0, 0, 0]"
3091,<SOS>dakoda<EOS>     ,boy,"['d', 'a', 'k', 'o', 'd', 'a']",6,1.0,"[1, 6, 3, 13, 17, 6, 3, 2, 0, 0, 0, 0, 0]"
1201,<SOS>gail<EOS>       ,boy,"['g', 'a', 'i', 'l']",4,1.0,"[1, 9, 3, 11, 14, 2, 0, 0, 0, 0, 0, 0, 0]"
3583,<SOS>orpha<EOS>      ,girl,"['o', 'r', 'p', 'h', 'a']",5,0.0,"[1, 17, 20, 18, 10, 3, 2, 0, 0, 0, 0, 0, 0]"
1187,<SOS>armstead<EOS>   ,boy,"['a', 'r', 'm', 's', 't', 'e', 'a', 'd']",8,1.0,"[1, 3, 20, 15, 21, 22, 7, 3, 6, 2, 0, 0, 0]"
3786,<SOS>anastasia<EOS>  ,girl,"['a', 'n', 'a', 's', 't', 'a', 's', 'i', 'a']",9,0.0,"[1, 3, 16, 3, 21, 22, 3, 21, 11, 3, 2, 0, 0]"
3316,<SOS>jamarion<EOS>   ,boy,"['j', 'a', 'm', 'a', 'r', 'i', 'o', 'n']",8,1.0,"[1, 12, 3, 15, 3, 20, 11, 17, 16, 2, 0, 0, 0]"
5056,<SOS>margy<EOS>      ,girl,"['m', 'a', 'r', 'g', 'y']",5,0.0,"[1, 15, 3, 20, 9, 27, 2, 0, 0, 0, 0, 0, 0]"
1379,<SOS>whitney<EOS>    ,boy,"['w', 'h', 'i', 't', 'n', 'e', 'y']",7,1.0,"[1, 25, 10, 11, 22, 16, 7, 27, 2, 0, 0, 0, 0]"
1452,<SOS>earlie<EOS>     ,boy,"['e', 'a', 'r', 'l', 'i', 'e']",6,1.0,"[1, 7, 3, 20, 14, 11, 7, 2, 0, 0, 0, 0, 0]"
5840,<SOS>stephaine<EOS>  ,girl,"['s', 't', 'e', 'p', 'h', 'a', 'i', 'n', 'e']",9,0.0,"[1, 21, 22, 7, 18, 10, 3, 11, 16, 7, 2, 0, 0]"
3416,<SOS>chace<EOS>      ,boy,"['c', 'h', 'a', 'c', 'e']",5,1.0,"[1, 5, 10, 3, 5, 7, 2, 0, 0, 0, 0, 0, 0]"
1857,<SOS>nile<EOS>       ,boy,"['n', 'i', 'l', 'e']",4,1.0,"[1, 16, 11, 14, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
3475,<SOS>janie<EOS>      ,girl,"['j', 'a', 'n', 'i', 'e']",5,0.0,"[1, 12, 3, 16, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
866,<SOS>holmes<EOS>     ,boy,"['h', 'o', 'l', 'm', 'e', 's']",6,1.0,"[1, 10, 17, 14, 15, 7, 21, 2, 0, 0, 0, 0, 0]"
4782,<SOS>cathleen<EOS>   ,girl,"['c', 'a', 't', 'h', 'l', 'e', 'e', 'n']",8,0.0,"[1, 5, 3, 22, 10, 14, 7, 7, 16, 2, 0, 0, 0]"
4894,<SOS>olympia<EOS>    ,girl,"['o', 'l', 'y', 'm', 'p', 'i', 'a']",7,0.0,"[1, 17, 14, 27, 15, 18, 11, 3, 2, 0, 0, 0, 0]"
791,<SOS>ples<EOS>       ,boy,"['p', 'l', 'e', 's']",4,1.0,"[1, 18, 14, 7, 21, 2, 0, 0, 0, 0, 0, 0, 0]"
2926,<SOS>kolby<EOS>      ,boy,"['k', 'o', 'l', 'b', 'y']",5,1.0,"[1, 13, 17, 14, 4, 27, 2, 0, 0, 0, 0, 0, 0]"
6619,<SOS>makena<EOS>     ,girl,"['m', 'a', 'k', 'e', 'n', 'a']",6,0.0,"[1, 15, 3, 13, 7, 16, 3, 2, 0, 0, 0, 0, 0]"
862,<SOS>hattie<EOS>     ,boy,"['h', 'a', 't', 't', 'i', 'e']",6,1.0,"[1, 10, 3, 22, 22, 11, 7, 2, 0, 0, 0, 0, 0]"
4030,<SOS>albertine<EOS>  ,girl,"['a', 'l', 'b', 'e', 'r', 't', 'i', 'n', 'e']",9,0.0,"[1, 3, 14, 4, 7, 20, 22, 11, 16, 7, 2, 0, 0]"
2062,<SOS>nathanial<EOS>  ,boy,"['n', 'a', 't', 'h', 'a', 'n', 'i', 'a', 'l']",9,1.0,"[1, 16, 3, 22, 10, 3, 16, 11, 3, 14, 2, 0, 0]"
4192,<SOS>lota<EOS>       ,girl,"['l', 'o', 't', 'a']",4,0.0,"[1, 14, 17, 22, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
13,<SOS>arthur<EOS>     ,boy,"['a', 'r', 't', 'h', 'u', 'r']",6,1.0,"[1, 3, 20, 22, 10, 23, 20, 2, 0, 0, 0, 0, 0]"
2383,<SOS>robby<EOS>      ,boy,"['r', 'o', 'b', 'b', 'y']",5,1.0,"[1, 20, 17, 4, 4, 27, 2, 0, 0, 0, 0, 0, 0]"
4168,<SOS>mercy<EOS>      ,girl,"['m', 'e', 'r', 'c', 'y']",5,0.0,"[1, 15, 7, 20, 5, 27, 2, 0, 0, 0, 0, 0, 0]"
5054,<SOS>dorla<EOS>      ,girl,"['d', 'o', 'r', 'l', 'a']",5,0.0,"[1, 6, 17, 20, 14, 3, 2, 0, 0, 0, 0, 0, 0]"
3883,<SOS>pansy<EOS>      ,girl,"['p', 'a', 'n', 's', 'y']",5,0.0,"[1, 18, 3, 16, 21, 27, 2, 0, 0, 0, 0, 0, 0]"
1522,<SOS>florian<EOS>    ,boy,"['f', 'l', 'o', 'r', 'i', 'a', 'n']",7,1.0,"[1, 8, 14, 17, 20, 11, 3, 16, 2, 0, 0, 0, 0]"
5471,<SOS>sheryll<EOS>    ,girl,"['s', 'h', 'e', 'r', 'y', 'l', 'l']",7,0.0,"[1, 21, 10, 7, 20, 27, 14, 14, 2, 0, 0, 0, 0]"
2403,<SOS>tod<EOS>        ,boy,"['t', 'o', 'd']",3,1.0,"[1, 22, 17, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
3963,<SOS>claudine<EOS>   ,girl,"['c', 'l', 'a', 'u', 'd', 'i', 'n', 'e']",8,0.0,"[1, 5, 14, 3, 23, 6, 11, 16, 7, 2, 0, 0, 0]"
5405,<SOS>kimberley<EOS>  ,girl,"['k', 'i', 'm', 'b', 'e', 'r', 'l', 'e', 'y']",9,0.0,"[1, 13, 11, 15, 4, 7, 20, 14, 7, 27, 2, 0, 0]"
2038,<SOS>lyndon<EOS>     ,boy,"['l', 'y', 'n', 'd', 'o', 'n']",6,1.0,"[1, 14, 27, 16, 6, 17, 16, 2, 0, 0, 0, 0, 0]"
4692,<SOS>clotilda<EOS>   ,girl,"['c', 'l', 'o', 't', 'i', 'l', 'd', 'a']",8,0.0,"[1, 5, 14, 17, 22, 11, 14, 6, 3, 2, 0, 0, 0]"
1142,<SOS>lawerence<EOS>  ,boy,"['l', 'a', 'w', 'e', 'r', 'e', 'n', 'c', 'e']",9,1.0,"[1, 14, 3, 25, 7, 20, 7, 16, 5, 7, 2, 0, 0]"
5689,<SOS>karie<EOS>      ,girl,"['k', 'a', 'r', 'i', 'e']",5,0.0,"[1, 13, 3, 20, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
2832,<SOS>deshaun<EOS>    ,boy,"['d', 'e', 's', 'h', 'a', 'u', 'n']",7,1.0,"[1, 6, 7, 21, 10, 3, 23, 16, 2, 0, 0, 0, 0]"
3370,<SOS>messiah<EOS>    ,boy,"['m', 'e', 's', 's', 'i', 'a', 'h']",7,1.0,"[1, 15, 7, 21, 21, 11, 3, 10, 2, 0, 0, 0, 0]"
5024,<SOS>shirlie<EOS>    ,girl,"['s', 'h', 'i', 'r', 'l', 'i', 'e']",7,0.0,"[1, 21, 10, 11, 20, 14, 11, 7, 2, 0, 0, 0, 0]"
787,<SOS>orson<EOS>      ,boy,"['o', 'r', 's', 'o', 'n']",5,1.0,"[1, 17, 20, 21, 17, 16, 2, 0, 0, 0, 0, 0, 0]"
597,<SOS>volney<EOS>     ,boy,"['v', 'o', 'l', 'n', 'e', 'y']",6,1.0,"[1, 24, 17, 14, 16, 7, 27, 2, 0, 0, 0, 0, 0]"
