,Name,Gender,letters,name_length,gen_code,encoded_names
4591,<SOS>angele<EOS>     ,girl,"['a', 'n', 'g', 'e', 'l', 'e']",6,0.0,"[1, 3, 16, 9, 7, 14, 7, 2, 0, 0, 0, 0, 0]"
913,<SOS>alphonso<EOS>   ,boy,"['a', 'l', 'p', 'h', 'o', 'n', 's', 'o']",8,1.0,"[1, 3, 14, 18, 10, 17, 16, 21, 17, 2, 0, 0, 0]"
5644,<SOS>mechelle<EOS>   ,girl,"['m', 'e', 'c', 'h', 'e', 'l', 'l', 'e']",8,0.0,"[1, 15, 7, 5, 10, 7, 14, 14, 7, 2, 0, 0, 0]"
664,<SOS>llewellyn<EOS>  ,boy,"['l', 'l', 'e', 'w', 'e', 'l', 'l', 'y', 'n']",9,1.0,"[1, 14, 14, 7, 25, 7, 14, 14, 27, 16, 2, 0, 0]"
292,<SOS>elisha<EOS>     ,boy,"['e', 'l', 'i', 's', 'h', 'a']",6,1.0,"[1, 7, 14, 11, 21, 10, 3, 2, 0, 0, 0, 0, 0]"
3184,<SOS>tyrek<EOS>      ,boy,"['t', 'y', 'r', 'e', 'k']",5,1.0,"[1, 22, 27, 20, 7, 13, 2, 0, 0, 0, 0, 0, 0]"
3789,<SOS>clarissa<EOS>   ,girl,"['c', 'l', 'a', 'r', 'i', 's', 's', 'a']",8,0.0,"[1, 5, 14, 3, 20, 11, 21, 21, 3, 2, 0, 0, 0]"
6135,<SOS>krystin<EOS>    ,girl,"['k', 'r', 'y', 's', 't', 'i', 'n']",7,0.0,"[1, 13, 20, 27, 21, 22, 11, 16, 2, 0, 0, 0, 0]"
578,<SOS>dempsey<EOS>    ,boy,"['d', 'e', 'm', 'p', 's', 'e', 'y']",7,1.0,"[1, 6, 7, 15, 18, 21, 7, 27, 2, 0, 0, 0, 0]"
1463,<SOS>dominic<EOS>    ,boy,"['d', 'o', 'm', 'i', 'n', 'i', 'c']",7,1.0,"[1, 6, 17, 15, 11, 16, 11, 5, 2, 0, 0, 0, 0]"
4287,<SOS>cathryn<EOS>    ,girl,"['c', 'a', 't', 'h', 'r', 'y', 'n']",7,0.0,"[1, 5, 3, 22, 10, 20, 27, 16, 2, 0, 0, 0, 0]"
3911,<SOS>glenna<EOS>     ,girl,"['g', 'l', 'e', 'n', 'n', 'a']",6,0.0,"[1, 9, 14, 7, 16, 16, 3, 2, 0, 0, 0, 0, 0]"
6166,<SOS>shanae<EOS>     ,girl,"['s', 'h', 'a', 'n', 'a', 'e']",6,0.0,"[1, 21, 10, 3, 16, 3, 7, 2, 0, 0, 0, 0, 0]"
4466,<SOS>ines<EOS>       ,girl,"['i', 'n', 'e', 's']",4,0.0,"[1, 11, 16, 7, 21, 2, 0, 0, 0, 0, 0, 0, 0]"
4597,<SOS>retha<EOS>      ,girl,"['r', 'e', 't', 'h', 'a']",5,0.0,"[1, 20, 7, 22, 10, 3, 2, 0, 0, 0, 0, 0, 0]"
6523,<SOS>aiyana<EOS>     ,girl,"['a', 'i', 'y', 'a', 'n', 'a']",6,0.0,"[1, 3, 11, 27, 3, 16, 3, 2, 0, 0, 0, 0, 0]"
5109,<SOS>jerrie<EOS>     ,girl,"['j', 'e', 'r', 'r', 'i', 'e']",6,0.0,"[1, 12, 7, 20, 20, 11, 7, 2, 0, 0, 0, 0, 0]"
3253,<SOS>keshaun<EOS>    ,boy,"['k', 'e', 's', 'h', 'a', 'u', 'n']",7,1.0,"[1, 13, 7, 21, 10, 3, 23, 16, 2, 0, 0, 0, 0]"
5074,<SOS>claudette<EOS>  ,girl,"['c', 'l', 'a', 'u', 'd', 'e', 't', 't', 'e']",9,0.0,"[1, 5, 14, 3, 23, 6, 7, 22, 22, 7, 2, 0, 0]"
6154,<SOS>jerrica<EOS>    ,girl,"['j', 'e', 'r', 'r', 'i', 'c', 'a']",7,0.0,"[1, 12, 7, 20, 20, 11, 5, 3, 2, 0, 0, 0, 0]"
2632,<SOS>shan<EOS>       ,boy,"['s', 'h', 'a', 'n']",4,1.0,"[1, 21, 10, 3, 16, 2, 0, 0, 0, 0, 0, 0, 0]"
5128,<SOS>alison<EOS>     ,girl,"['a', 'l', 'i', 's', 'o', 'n']",6,0.0,"[1, 3, 14, 11, 21, 17, 16, 2, 0, 0, 0, 0, 0]"
2747,<SOS>jamil<EOS>      ,boy,"['j', 'a', 'm', 'i', 'l']",5,1.0,"[1, 12, 3, 15, 11, 14, 2, 0, 0, 0, 0, 0, 0]"
3965,<SOS>clyda<EOS>      ,girl,"['c', 'l', 'y', 'd', 'a']",5,0.0,"[1, 5, 14, 27, 6, 3, 2, 0, 0, 0, 0, 0, 0]"
773,<SOS>hardin<EOS>     ,boy,"['h', 'a', 'r', 'd', 'i', 'n']",6,1.0,"[1, 10, 3, 20, 6, 11, 16, 2, 0, 0, 0, 0, 0]"
1781,<SOS>lexie<EOS>      ,boy,"['l', 'e', 'x', 'i', 'e']",5,1.0,"[1, 14, 7, 26, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
2929,<SOS>rayshawn<EOS>   ,boy,"['r', 'a', 'y', 's', 'h', 'a', 'w', 'n']",8,1.0,"[1, 20, 3, 27, 21, 10, 3, 25, 16, 2, 0, 0, 0]"
2050,<SOS>lucio<EOS>      ,boy,"['l', 'u', 'c', 'i', 'o']",5,1.0,"[1, 14, 23, 5, 11, 17, 2, 0, 0, 0, 0, 0, 0]"
4844,<SOS>herminia<EOS>   ,girl,"['h', 'e', 'r', 'm', 'i', 'n', 'i', 'a']",8,0.0,"[1, 10, 7, 20, 15, 11, 16, 11, 3, 2, 0, 0, 0]"
4874,<SOS>benita<EOS>     ,girl,"['b', 'e', 'n', 'i', 't', 'a']",6,0.0,"[1, 4, 7, 16, 11, 22, 3, 2, 0, 0, 0, 0, 0]"
6363,<SOS>crysta<EOS>     ,girl,"['c', 'r', 'y', 's', 't', 'a']",6,0.0,"[1, 5, 20, 27, 21, 22, 3, 2, 0, 0, 0, 0, 0]"
2937,<SOS>zechariah<EOS>  ,boy,"['z', 'e', 'c', 'h', 'a', 'r', 'i', 'a', 'h']",9,1.0,"[1, 28, 7, 5, 10, 3, 20, 11, 3, 10, 2, 0, 0]"
687,<SOS>buster<EOS>     ,boy,"['b', 'u', 's', 't', 'e', 'r']",6,1.0,"[1, 4, 23, 21, 22, 7, 20, 2, 0, 0, 0, 0, 0]"
5912,<SOS>shamika<EOS>    ,girl,"['s', 'h', 'a', 'm', 'i', 'k', 'a']",7,0.0,"[1, 21, 10, 3, 15, 11, 13, 3, 2, 0, 0, 0, 0]"
6313,<SOS>china<EOS>      ,girl,"['c', 'h', 'i', 'n', 'a']",5,0.0,"[1, 5, 10, 11, 16, 3, 2, 0, 0, 0, 0, 0, 0]"
6388,<SOS>nohely<EOS>     ,girl,"['n', 'o', 'h', 'e', 'l', 'y']",6,0.0,"[1, 16, 17, 10, 7, 14, 27, 2, 0, 0, 0, 0, 0]"
5501,<SOS>tammie<EOS>     ,girl,"['t', 'a', 'm', 'm', 'i', 'e']",6,0.0,"[1, 22, 3, 15, 15, 11, 7, 2, 0, 0, 0, 0, 0]"
6368,<SOS>jasmyn<EOS>     ,girl,"['j', 'a', 's', 'm', 'y', 'n']",6,0.0,"[1, 12, 3, 21, 15, 27, 16, 2, 0, 0, 0, 0, 0]"
4675,<SOS>dortha<EOS>     ,girl,"['d', 'o', 'r', 't', 'h', 'a']",6,0.0,"[1, 6, 17, 20, 22, 10, 3, 2, 0, 0, 0, 0, 0]"
5499,<SOS>juli<EOS>       ,girl,"['j', 'u', 'l', 'i']",4,0.0,"[1, 12, 23, 14, 11, 2, 0, 0, 0, 0, 0, 0, 0]"
6471,<SOS>rylie<EOS>      ,girl,"['r', 'y', 'l', 'i', 'e']",5,0.0,"[1, 20, 27, 14, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
3208,<SOS>jovany<EOS>     ,boy,"['j', 'o', 'v', 'a', 'n', 'y']",6,1.0,"[1, 12, 17, 24, 3, 16, 27, 2, 0, 0, 0, 0, 0]"
313,<SOS>douglas<EOS>    ,boy,"['d', 'o', 'u', 'g', 'l', 'a', 's']",7,1.0,"[1, 6, 17, 23, 9, 14, 3, 21, 2, 0, 0, 0, 0]"
4878,<SOS>blanchie<EOS>   ,girl,"['b', 'l', 'a', 'n', 'c', 'h', 'i', 'e']",8,0.0,"[1, 4, 14, 3, 16, 5, 10, 11, 7, 2, 0, 0, 0]"
1762,<SOS>con<EOS>        ,boy,"['c', 'o', 'n']",3,1.0,"[1, 5, 17, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
6019,<SOS>lynsey<EOS>     ,girl,"['l', 'y', 'n', 's', 'e', 'y']",6,0.0,"[1, 14, 27, 16, 21, 7, 27, 2, 0, 0, 0, 0, 0]"
665,<SOS>ludwig<EOS>     ,boy,"['l', 'u', 'd', 'w', 'i', 'g']",6,1.0,"[1, 14, 23, 6, 25, 11, 9, 2, 0, 0, 0, 0, 0]"
4857,<SOS>sonia<EOS>      ,girl,"['s', 'o', 'n', 'i', 'a']",5,0.0,"[1, 21, 17, 16, 11, 3, 2, 0, 0, 0, 0, 0, 0]"
4972,<SOS>marlys<EOS>     ,girl,"['m', 'a', 'r', 'l', 'y', 's']",6,0.0,"[1, 15, 3, 20, 14, 27, 21, 2, 0, 0, 0, 0, 0]"
177,<SOS>nicholas<EOS>   ,boy,"['n', 'i', 'c', 'h', 'o', 'l', 'a', 's']",8,1.0,"[1, 16, 11, 5, 10, 17, 14, 3, 21, 2, 0, 0, 0]"
6312,<SOS>bryana<EOS>     ,girl,"['b', 'r', 'y', 'a', 'n', 'a']",6,0.0,"[1, 4, 20, 27, 3, 16, 3, 2, 0, 0, 0, 0, 0]"
3097,<SOS>markell<EOS>    ,boy,"['m', 'a', 'r', 'k', 'e', 'l', 'l']",7,1.0,"[1, 15, 3, 20, 13, 7, 14, 14, 2, 0, 0, 0, 0]"
963,<SOS>gorge<EOS>      ,boy,"['g', 'o', 'r', 'g', 'e']",5,1.0,"[1, 9, 17, 20, 9, 7, 2, 0, 0, 0, 0, 0, 0]"
2738,<SOS>dominique<EOS>  ,boy,"['d', 'o', 'm', 'i', 'n', 'i', 'q', 'u', 'e']",9,1.0,"[1, 6, 17, 15, 11, 16, 11, 19, 23, 7, 2, 0, 0]"
4313,<SOS>rosemary<EOS>   ,girl,"['r', 'o', 's', 'e', 'm', 'a', 'r', 'y']",8,0.0,"[1, 20, 17, 21, 7, 15, 3, 20, 27, 2, 0, 0, 0]"
4639,<SOS>marvel<EOS>     ,girl,"['m', 'a', 'r', 'v', 'e', 'l']",6,0.0,"[1, 15, 3, 20, 24, 7, 14, 2, 0, 0, 0, 0, 0]"
5121,<SOS>pearlene<EOS>   ,girl,"['p', 'e', 'a', 'r', 'l', 'e', 'n', 'e']",8,0.0,"[1, 18, 7, 3, 20, 14, 7, 16, 7, 2, 0, 0, 0]"
3330,<SOS>ryland<EOS>     ,boy,"['r', 'y', 'l', 'a', 'n', 'd']",6,1.0,"[1, 20, 27, 14, 3, 16, 6, 2, 0, 0, 0, 0, 0]"
5877,<SOS>meagan<EOS>     ,girl,"['m', 'e', 'a', 'g', 'a', 'n']",6,0.0,"[1, 15, 7, 3, 9, 3, 16, 2, 0, 0, 0, 0, 0]"
4331,<SOS>odile<EOS>      ,girl,"['o', 'd', 'i', 'l', 'e']",5,0.0,"[1, 17, 6, 11, 14, 7, 2, 0, 0, 0, 0, 0, 0]"
5387,<SOS>jenifer<EOS>    ,girl,"['j', 'e', 'n', 'i', 'f', 'e', 'r']",7,0.0,"[1, 12, 7, 16, 11, 8, 7, 20, 2, 0, 0, 0, 0]"
6599,<SOS>taliyah<EOS>    ,girl,"['t', 'a', 'l', 'i', 'y', 'a', 'h']",7,0.0,"[1, 22, 3, 14, 11, 27, 3, 10, 2, 0, 0, 0, 0]"
4502,<SOS>leala<EOS>      ,girl,"['l', 'e', 'a', 'l', 'a']",5,0.0,"[1, 14, 7, 3, 14, 3, 2, 0, 0, 0, 0, 0, 0]"
492,<SOS>loyd<EOS>       ,boy,"['l', 'o', 'y', 'd']",4,1.0,"[1, 14, 17, 27, 6, 2, 0, 0, 0, 0, 0, 0, 0]"
3351,<SOS>malaki<EOS>     ,boy,"['m', 'a', 'l', 'a', 'k', 'i']",6,1.0,"[1, 15, 3, 14, 3, 13, 11, 2, 0, 0, 0, 0, 0]"
5446,<SOS>renita<EOS>     ,girl,"['r', 'e', 'n', 'i', 't', 'a']",6,0.0,"[1, 20, 7, 16, 11, 22, 3, 2, 0, 0, 0, 0, 0]"
6552,<SOS>nyah<EOS>       ,girl,"['n', 'y', 'a', 'h']",4,0.0,"[1, 16, 27, 3, 10, 2, 0, 0, 0, 0, 0, 0, 0]"
5558,<SOS>adriana<EOS>    ,girl,"['a', 'd', 'r', 'i', 'a', 'n', 'a']",7,0.0,"[1, 3, 6, 20, 11, 3, 16, 3, 2, 0, 0, 0, 0]"
3418,<SOS>kash<EOS>       ,boy,"['k', 'a', 's', 'h']",4,1.0,"[1, 13, 3, 21, 10, 2, 0, 0, 0, 0, 0, 0, 0]"
6686,<SOS>selah<EOS>      ,girl,"['s', 'e', 'l', 'a', 'h']",5,0.0,"[1, 21, 7, 14, 3, 10, 2, 0, 0, 0, 0, 0, 0]"
2836,<SOS>amanda<EOS>     ,boy,"['a', 'm', 'a', 'n', 'd', 'a']",6,1.0,"[1, 3, 15, 3, 16, 6, 3, 2, 0, 0, 0, 0, 0]"
5582,<SOS>trisha<EOS>     ,girl,"['t', 'r', 'i', 's', 'h', 'a']",6,0.0,"[1, 22, 20, 11, 21, 10, 3, 2, 0, 0, 0, 0, 0]"
1297,<SOS>rosco<EOS>      ,boy,"['r', 'o', 's', 'c', 'o']",5,1.0,"[1, 20, 17, 21, 5, 17, 2, 0, 0, 0, 0, 0, 0]"
2480,<SOS>tab<EOS>        ,boy,"['t', 'a', 'b']",3,1.0,"[1, 22, 3, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
1390,<SOS>ewald<EOS>      ,boy,"['e', 'w', 'a', 'l', 'd']",5,1.0,"[1, 7, 25, 3, 14, 6, 2, 0, 0, 0, 0, 0, 0]"
580,<SOS>ellsworth<EOS>  ,boy,"['e', 'l', 'l', 's', 'w', 'o', 'r', 't', 'h']",9,1.0,"[1, 7, 14, 14, 21, 25, 17, 20, 22, 10, 2, 0, 0]"
3334,<SOS>kanye<EOS>      ,boy,"['k', 'a', 'n', 'y', 'e']",5,1.0,"[1, 13, 3, 16, 27, 7, 2, 0, 0, 0, 0, 0, 0]"
3221,<SOS>jaydon<EOS>     ,boy,"['j', 'a', 'y', 'd', 'o', 'n']",6,1.0,"[1, 12, 3, 27, 6, 17, 16, 2, 0, 0, 0, 0, 0]"
2259,<SOS>marland<EOS>    ,boy,"['m', 'a', 'r', 'l', 'a', 'n', 'd']",7,1.0,"[1, 15, 3, 20, 14, 3, 16, 6, 2, 0, 0, 0, 0]"
1305,<SOS>milas<EOS>      ,boy,"['m', 'i', 'l', 'a', 's']",5,1.0,"[1, 15, 11, 14, 3, 21, 2, 0, 0, 0, 0, 0, 0]"
4620,<SOS>betsey<EOS>     ,girl,"['b', 'e', 't', 's', 'e', 'y']",6,0.0,"[1, 4, 7, 22, 21, 7, 27, 2, 0, 0, 0, 0, 0]"
4791,<SOS>pearline<EOS>   ,girl,"['p', 'e', 'a', 'r', 'l', 'i', 'n', 'e']",8,0.0,"[1, 18, 7, 3, 20, 14, 11, 16, 7, 2, 0, 0, 0]"
5761,<SOS>carissa<EOS>    ,girl,"['c', 'a', 'r', 'i', 's', 's', 'a']",7,0.0,"[1, 5, 3, 20, 11, 21, 21, 3, 2, 0, 0, 0, 0]"
518,<SOS>rex<EOS>        ,boy,"['r', 'e', 'x']",3,1.0,"[1, 20, 7, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
987,<SOS>jabez<EOS>      ,boy,"['j', 'a', 'b', 'e', 'z']",5,1.0,"[1, 12, 3, 4, 7, 28, 2, 0, 0, 0, 0, 0, 0]"
6007,<SOS>siobhan<EOS>    ,girl,"['s', 'i', 'o', 'b', 'h', 'a', 'n']",7,0.0,"[1, 21, 11, 17, 4, 10, 3, 16, 2, 0, 0, 0, 0]"
3140,<SOS>keshawn<EOS>    ,boy,"['k', 'e', 's', 'h', 'a', 'w', 'n']",7,1.0,"[1, 13, 7, 21, 10, 3, 25, 16, 2, 0, 0, 0, 0]"
6152,<SOS>katlyn<EOS>     ,girl,"['k', 'a', 't', 'l', 'y', 'n']",6,0.0,"[1, 13, 3, 22, 14, 27, 16, 2, 0, 0, 0, 0, 0]"
1393,<SOS>silvester<EOS>  ,boy,"['s', 'i', 'l', 'v', 'e', 's', 't', 'e', 'r']",9,1.0,"[1, 21, 11, 14, 24, 7, 21, 22, 7, 20, 2, 0, 0]"
2987,<SOS>dionte<EOS>     ,boy,"['d', 'i', 'o', 'n', 't', 'e']",6,1.0,"[1, 6, 11, 17, 16, 22, 7, 2, 0, 0, 0, 0, 0]"
4365,<SOS>philomene<EOS>  ,girl,"['p', 'h', 'i', 'l', 'o', 'm', 'e', 'n', 'e']",9,0.0,"[1, 18, 10, 11, 14, 17, 15, 7, 16, 7, 2, 0, 0]"
6120,<SOS>krystina<EOS>   ,girl,"['k', 'r', 'y', 's', 't', 'i', 'n', 'a']",8,0.0,"[1, 13, 20, 27, 21, 22, 11, 16, 3, 2, 0, 0, 0]"
2101,<SOS>armin<EOS>      ,boy,"['a', 'r', 'm', 'i', 'n']",5,1.0,"[1, 3, 20, 15, 11, 16, 2, 0, 0, 0, 0, 0, 0]"
885,<SOS>ottis<EOS>      ,boy,"['o', 't', 't', 'i', 's']",5,1.0,"[1, 17, 22, 22, 11, 21, 2, 0, 0, 0, 0, 0, 0]"
6074,<SOS>shena<EOS>      ,girl,"['s', 'h', 'e', 'n', 'a']",5,0.0,"[1, 21, 10, 7, 16, 3, 2, 0, 0, 0, 0, 0, 0]"
3582,<SOS>lucretia<EOS>   ,girl,"['l', 'u', 'c', 'r', 'e', 't', 'i', 'a']",8,0.0,"[1, 14, 23, 5, 20, 7, 22, 11, 3, 2, 0, 0, 0]"
5321,<SOS>kristi<EOS>     ,girl,"['k', 'r', 'i', 's', 't', 'i']",6,0.0,"[1, 13, 20, 11, 21, 22, 11, 2, 0, 0, 0, 0, 0]"
6148,<SOS>kaleigh<EOS>    ,girl,"['k', 'a', 'l', 'e', 'i', 'g', 'h']",7,0.0,"[1, 13, 3, 14, 7, 11, 9, 10, 2, 0, 0, 0, 0]"
4431,<SOS>arlena<EOS>     ,girl,"['a', 'r', 'l', 'e', 'n', 'a']",6,0.0,"[1, 3, 20, 14, 7, 16, 3, 2, 0, 0, 0, 0, 0]"
1108,<SOS>conway<EOS>     ,boy,"['c', 'o', 'n', 'w', 'a', 'y']",6,1.0,"[1, 5, 17, 16, 25, 3, 27, 2, 0, 0, 0, 0, 0]"
3662,<SOS>adelia<EOS>     ,girl,"['a', 'd', 'e', 'l', 'i', 'a']",6,0.0,"[1, 3, 6, 7, 14, 11, 3, 2, 0, 0, 0, 0, 0]"
1837,<SOS>susie<EOS>      ,boy,"['s', 'u', 's', 'i', 'e']",5,1.0,"[1, 21, 23, 21, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
4366,<SOS>salina<EOS>     ,girl,"['s', 'a', 'l', 'i', 'n', 'a']",6,0.0,"[1, 21, 3, 14, 11, 16, 3, 2, 0, 0, 0, 0, 0]"
1110,<SOS>dalton<EOS>     ,boy,"['d', 'a', 'l', 't', 'o', 'n']",6,1.0,"[1, 6, 3, 14, 22, 17, 16, 2, 0, 0, 0, 0, 0]"
3186,<SOS>declan<EOS>     ,boy,"['d', 'e', 'c', 'l', 'a', 'n']",6,1.0,"[1, 6, 7, 5, 14, 3, 16, 2, 0, 0, 0, 0, 0]"
4608,<SOS>clemma<EOS>     ,girl,"['c', 'l', 'e', 'm', 'm', 'a']",6,0.0,"[1, 5, 14, 7, 15, 15, 3, 2, 0, 0, 0, 0, 0]"
3565,<SOS>mandy<EOS>      ,girl,"['m', 'a', 'n', 'd', 'y']",5,0.0,"[1, 15, 3, 16, 6, 27, 2, 0, 0, 0, 0, 0, 0]"
1116,<SOS>edna<EOS>       ,boy,"['e', 'd', 'n', 'a']",4,1.0,"[1, 7, 6, 16, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
6769,<SOS>kamora<EOS>     ,girl,"['k', 'a', 'm', 'o', 'r', 'a']",6,0.0,"[1, 13, 3, 15, 17, 20, 3, 2, 0, 0, 0, 0, 0]"
2162,<SOS>harden<EOS>     ,boy,"['h', 'a', 'r', 'd', 'e', 'n']",6,1.0,"[1, 10, 3, 20, 6, 7, 16, 2, 0, 0, 0, 0, 0]"
2643,<SOS>torrance<EOS>   ,boy,"['t', 'o', 'r', 'r', 'a', 'n', 'c', 'e']",8,1.0,"[1, 22, 17, 20, 20, 3, 16, 5, 7, 2, 0, 0, 0]"
938,<SOS>cleo<EOS>       ,boy,"['c', 'l', 'e', 'o']",4,1.0,"[1, 5, 14, 7, 17, 2, 0, 0, 0, 0, 0, 0, 0]"
3421,<SOS>jadiel<EOS>     ,boy,"['j', 'a', 'd', 'i', 'e', 'l']",6,1.0,"[1, 12, 3, 6, 11, 7, 14, 2, 0, 0, 0, 0, 0]"
1436,<SOS>charly<EOS>     ,boy,"['c', 'h', 'a', 'r', 'l', 'y']",6,1.0,"[1, 5, 10, 3, 20, 14, 27, 2, 0, 0, 0, 0, 0]"
3990,<SOS>lanie<EOS>      ,girl,"['l', 'a', 'n', 'i', 'e']",5,0.0,"[1, 14, 3, 16, 11, 7, 2, 0, 0, 0, 0, 0, 0]"
3058,<SOS>tayler<EOS>     ,boy,"['t', 'a', 'y', 'l', 'e', 'r']",6,1.0,"[1, 22, 3, 27, 14, 7, 20, 2, 0, 0, 0, 0, 0]"
2000,<SOS>betty<EOS>      ,boy,"['b', 'e', 't', 't', 'y']",5,1.0,"[1, 4, 7, 22, 22, 27, 2, 0, 0, 0, 0, 0, 0]"
5550,<SOS>tari<EOS>       ,girl,"['t', 'a', 'r', 'i']",4,0.0,"[1, 22, 3, 20, 11, 2, 0, 0, 0, 0, 0, 0, 0]"
6434,<SOS>mireya<EOS>     ,girl,"['m', 'i', 'r', 'e', 'y', 'a']",6,0.0,"[1, 15, 11, 20, 7, 27, 3, 2, 0, 0, 0, 0, 0]"
3113,<SOS>kahlil<EOS>     ,boy,"['k', 'a', 'h', 'l', 'i', 'l']",6,1.0,"[1, 13, 3, 10, 14, 11, 14, 2, 0, 0, 0, 0, 0]"
4004,<SOS>mima<EOS>       ,girl,"['m', 'i', 'm', 'a']",4,0.0,"[1, 15, 11, 15, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
5646,<SOS>yolonda<EOS>    ,girl,"['y', 'o', 'l', 'o', 'n', 'd', 'a']",7,0.0,"[1, 27, 17, 14, 17, 16, 6, 3, 2, 0, 0, 0, 0]"
1570,<SOS>gilman<EOS>     ,boy,"['g', 'i', 'l', 'm', 'a', 'n']",6,1.0,"[1, 9, 11, 14, 15, 3, 16, 2, 0, 0, 0, 0, 0]"
4934,<SOS>georgene<EOS>   ,girl,"['g', 'e', 'o', 'r', 'g', 'e', 'n', 'e']",8,0.0,"[1, 9, 7, 17, 20, 9, 7, 16, 7, 2, 0, 0, 0]"
4423,<SOS>arline<EOS>     ,girl,"['a', 'r', 'l', 'i', 'n', 'e']",6,0.0,"[1, 3, 20, 14, 11, 16, 7, 2, 0, 0, 0, 0, 0]"
6001,<SOS>kindra<EOS>     ,girl,"['k', 'i', 'n', 'd', 'r', 'a']",6,0.0,"[1, 13, 11, 16, 6, 20, 3, 2, 0, 0, 0, 0, 0]"
5673,<SOS>mellissa<EOS>   ,girl,"['m', 'e', 'l', 'l', 'i', 's', 's', 'a']",8,0.0,"[1, 15, 7, 14, 14, 11, 21, 21, 3, 2, 0, 0, 0]"
3607,<SOS>letha<EOS>      ,girl,"['l', 'e', 't', 'h', 'a']",5,0.0,"[1, 14, 7, 22, 10, 3, 2, 0, 0, 0, 0, 0, 0]"
3409,<SOS>kelan<EOS>      ,boy,"['k', 'e', 'l', 'a', 'n']",5,1.0,"[1, 13, 7, 14, 3, 16, 2, 0, 0, 0, 0, 0, 0]"
4,<SOS>george<EOS>     ,boy,"['g', 'e', 'o', 'r', 'g', 'e']",6,1.0,"[1, 9, 7, 17, 20, 9, 7, 2, 0, 0, 0, 0, 0]"
2188,<SOS>ken<EOS>        ,boy,"['k', 'e', 'n']",3,1.0,"[1, 13, 7, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
4513,<SOS>aurore<EOS>     ,girl,"['a', 'u', 'r', 'o', 'r', 'e']",6,0.0,"[1, 3, 23, 20, 17, 20, 7, 2, 0, 0, 0, 0, 0]"
790,<SOS>pleas<EOS>      ,boy,"['p', 'l', 'e', 'a', 's']",5,1.0,"[1, 18, 14, 7, 3, 21, 2, 0, 0, 0, 0, 0, 0]"
4877,<SOS>arleen<EOS>     ,girl,"['a', 'r', 'l', 'e', 'e', 'n']",6,0.0,"[1, 3, 20, 14, 7, 7, 16, 2, 0, 0, 0, 0, 0]"
28,<SOS>oscar<EOS>      ,boy,"['o', 's', 'c', 'a', 'r']",5,1.0,"[1, 17, 21, 5, 3, 20, 2, 0, 0, 0, 0, 0, 0]"
5535,<SOS>bridgett<EOS>   ,girl,"['b', 'r', 'i', 'd', 'g', 'e', 't', 't']",8,0.0,"[1, 4, 20, 11, 6, 9, 7, 22, 22, 2, 0, 0, 0]"
5111,<SOS>jacklyn<EOS>    ,girl,"['j', 'a', 'c', 'k', 'l', 'y', 'n']",7,0.0,"[1, 12, 3, 5, 13, 14, 27, 16, 2, 0, 0, 0, 0]"
4178,<SOS>myrtice<EOS>    ,girl,"['m', 'y', 'r', 't', 'i', 'c', 'e']",7,0.0,"[1, 15, 27, 20, 22, 11, 5, 7, 2, 0, 0, 0, 0]"
1616,<SOS>vere<EOS>       ,boy,"['v', 'e', 'r', 'e']",4,1.0,"[1, 24, 7, 20, 7, 2, 0, 0, 0, 0, 0, 0, 0]"
6476,<SOS>annalise<EOS>   ,girl,"['a', 'n', 'n', 'a', 'l', 'i', 's', 'e']",8,0.0,"[1, 3, 16, 16, 3, 14, 11, 21, 7, 2, 0, 0, 0]"
4162,<SOS>eveline<EOS>    ,girl,"['e', 'v', 'e', 'l', 'i', 'n', 'e']",7,0.0,"[1, 7, 24, 7, 14, 11, 16, 7, 2, 0, 0, 0, 0]"
1948,<SOS>lance<EOS>      ,boy,"['l', 'a', 'n', 'c', 'e']",5,1.0,"[1, 14, 3, 16, 5, 7, 2, 0, 0, 0, 0, 0, 0]"
3232,<SOS>trevion<EOS>    ,boy,"['t', 'r', 'e', 'v', 'i', 'o', 'n']",7,1.0,"[1, 22, 20, 7, 24, 11, 17, 16, 2, 0, 0, 0, 0]"
4439,<SOS>leva<EOS>       ,girl,"['l', 'e', 'v', 'a']",4,0.0,"[1, 14, 7, 24, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
5271,<SOS>marcy<EOS>      ,girl,"['m', 'a', 'r', 'c', 'y']",5,0.0,"[1, 15, 3, 20, 5, 27, 2, 0, 0, 0, 0, 0, 0]"
3641,<SOS>ona<EOS>        ,girl,"['o', 'n', 'a']",3,0.0,"[1, 17, 16, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
3680,<SOS>minna<EOS>      ,girl,"['m', 'i', 'n', 'n', 'a']",5,0.0,"[1, 15, 11, 16, 16, 3, 2, 0, 0, 0, 0, 0, 0]"
